mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.06,"11km SSW of Idyllwild, CA",1651227923820,1651235956430,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248232&format=geojson,,,,,reviewed,0,17,ci,40248232,",ci40248232,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.06151,0.15,63.0,ml,earthquake,"M 1.1 - 11km SSW of Idyllwild, CA"
0.85,"10km SSW of Idyllwild, CA",1651227895270,1651235933951,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248224&format=geojson,,,,,reviewed,0,11,ci,40248224,",ci40248224,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.06845,0.16,87.0,ml,earthquake,"M 0.9 - 10km SSW of Idyllwild, CA"
1.97,"11km N of Borrego Springs, CA",1651227838970,1651235961030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248216&format=geojson,,,,,reviewed,0,60,ci,40248216,",ci40248216,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.04408,0.21,29.0,ml,earthquake,"M 2.0 - 11km N of Borrego Springs, CA"
1.08,"1km E of Colton, CA",1651227642990,1651250641281,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248208&format=geojson,,,,,reviewed,0,18,ci,40248208,",ci40248208,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.0364,0.14,58.0,ml,earthquake,"M 1.1 - 1km E of Colton, CA"
1.21,"23km ENE of Little Lake, CA",1651227544150,1651235961958,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248200&format=geojson,,,,,reviewed,0,23,ci,40248200,",ci40248200,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07271,0.13,133.0,ml,earthquake,"M 1.2 - 23km ENE of Little Lake, CA"
4.2,"24 km WNW of Araure, Venezuela",1651227119279,1652955467040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5tj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5tj&format=geojson,,,,,reviewed,0,271,us,7000h5tj,",us7000h5tj,",",us,",",origin,phase-data,",,1.386,0.36,41.0,mb,earthquake,"M 4.2 - 24 km WNW of Araure, Venezuela"
0.9,"58 km WNW of Anchor Point, Alaska",1651226942108,1651227090639,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gyykf6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gyykf6&format=geojson,,,,,automatic,0,12,ak,0225gyykf6,",ak0225gyykf6,",",ak,",",origin,phase-data,",,,1.14,,ml,earthquake,"M 0.9 - 58 km WNW of Anchor Point, Alaska"
1.54,"10km ESE of Gilroy, CA",1651226897260,1651561870994,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726131&format=geojson,,,,,reviewed,0,36,nc,73726131,",nc73726131,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.05216,0.19,41.0,md,earthquake,"M 1.5 - 10km ESE of Gilroy, CA"
3.2,"251 km SE of Chignik, Alaska",1651226553742,1652959602040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5ti,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5ti&format=geojson,,,,,reviewed,0,158,us,7000h5ti,",us7000h5ti,",",us,",",origin,phase-data,",,2.072,0.44,239.0,ml,earthquake,"M 3.2 - 251 km SE of Chignik, Alaska"
0.49,"16 km WSW of Akutan, Alaska",1651226033840,1651255143910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056733,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056733&format=geojson,,,,,reviewed,0,4,av,91056733,",av91056733,",",av,",",origin,phase-data,",12.0,,0.33,149.0,ml,earthquake,"M 0.5 - 16 km WSW of Akutan, Alaska"
0.56,"16 km W of Akutan, Alaska",1651226000140,1651254600910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056728,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056728&format=geojson,,,,,reviewed,0,5,av,91056728,",av91056728,",",av,",",origin,phase-data,",14.0,,0.25,65.0,ml,earthquake,"M 0.6 - 16 km W of Akutan, Alaska"
1.2,"4km ESE of Boonville, CA",1651225799680,1651263791476,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726126&format=geojson,,,,,reviewed,0,22,nc,73726126,",nc73726126,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01662,0.08,63.0,md,earthquake,"M 1.2 - 4km ESE of Boonville, CA"
0.66,"15 km W of Akutan, Alaska",1651225792600,1651253797350,,https://earthquake.usgs.gov/earthquakes/eventpage/av91547996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91547996&format=geojson,,,,,reviewed,0,7,av,91547996,",av91547996,",",av,",",origin,phase-data,",12.0,,0.29,92.0,ml,earthquake,"M 0.7 - 15 km W of Akutan, Alaska"
1.3,"121 km S of McCarthy, Alaska",1651225618926,1651225788312,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gyl6mn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gyl6mn&format=geojson,,,,,automatic,0,26,ak,0225gyl6mn,",ak0225gyl6mn,",",ak,",",origin,phase-data,",,,0.89,,ml,earthquake,"M 1.3 - 121 km S of McCarthy, Alaska"
1.7,"31 km SE of Mina, Nevada",1651225382399,1651286345695,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838052&format=geojson,,,,,reviewed,0,44,nn,00838052,",nn00838052,",",nn,",",origin,phase-data,",15.0,0.097,0.1234,115.3,ml,earthquake,"M 1.7 - 31 km SE of Mina, Nevada"
4.2,"Rat Islands, Aleutian Islands, Alaska",1651225294378,1652961452040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5tg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5tg&format=geojson,,,3.108,,reviewed,0,271,us,7000h5tg,",us7000h5tg,ak0225gyk252,",",us,ak,",",origin,phase-data,shakemap,",,0.275,0.5,113.0,mb,earthquake,"M 4.2 - Rat Islands, Aleutian Islands, Alaska"
1.25,"165 km W of Adak, Alaska",1651224913290,1651267743800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91547976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91547976&format=geojson,,,,,reviewed,0,24,av,91547976,",av91547976,",",av,",",origin,phase-data,",4.0,,0.08,273.0,ml,earthquake,"M 1.3 - 165 km W of Adak, Alaska"
1.1,"36 km SE of Mina, Nevada",1651224543634,1651286344441,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838051&format=geojson,,,,,reviewed,0,19,nn,00838051,",nn00838051,",",nn,",",origin,phase-data,",15.0,0.121,0.1233,119.72,ml,earthquake,"M 1.1 - 36 km SE of Mina, Nevada"
0.49,"15km N of Warner Springs, CA",1651224341440,1651258981821,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248192&format=geojson,,,,,reviewed,0,4,ci,40248192,",ci40248192,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.07835,0.14,67.0,ml,earthquake,"M 0.5 - 15km N of Warner Springs, CA"
2.2,"55 km ENE of Pedro Bay, Alaska",1651223878728,1651224320654,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gyeyws,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gyeyws&format=geojson,,,,,automatic,0,74,ak,0225gyeyws,",ak0225gyeyws,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 2.2 - 55 km ENE of Pedro Bay, Alaska"
-0.2,"8 km ENE of Floriston, California",1651223596585,1651286354435,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838067&format=geojson,,,,,reviewed,0,0,nn,00838067,",nn00838067,",",nn,",",origin,phase-data,",4.0,0.142,0.0532,138.89,ml,earthquake,"M -0.2 - 8 km ENE of Floriston, California"
1.62,"17km SSE of San Pedro, CA",1651223526540,1651258308660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248184&format=geojson,,,,,reviewed,0,40,ci,40248184,",ci40248184,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.1289,0.27,100.0,ml,earthquake,"M 1.6 - 17km SSE of San Pedro, CA"
4.5,"138 km E of Madang, Papua New Guinea",1651223269518,1652952777040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5tb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5tb&format=geojson,,,,,reviewed,0,312,us,7000h5tb,",us7000h5tb,",",us,",",origin,phase-data,",,3.407,0.64,48.0,mb,earthquake,"M 4.5 - 138 km E of Madang, Papua New Guinea"
1.2,"20 km NNE of Susitna North, Alaska",1651223186581,1651223311478,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gycjk2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gycjk2&format=geojson,,,,,automatic,0,22,ak,0225gycjk2,",ak0225gycjk2,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.2 - 20 km NNE of Susitna North, Alaska"
4.1,"57 km SW of Masachapa, Nicaragua",1651222693963,1652938718040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5t9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5t9&format=geojson,,,,,reviewed,0,259,us,7000h5t9,",us7000h5t9,",",us,",",origin,phase-data,",,0.956,0.71,191.0,mb,earthquake,"M 4.1 - 57 km SW of Masachapa, Nicaragua"
-0.3,"13 km SSE of Mogul, Nevada",1651222393066,1651286353543,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838065,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838065&format=geojson,,,,,reviewed,0,0,nn,00838065,",nn00838065,",",nn,",",origin,phase-data,",4.0,0.067,0.0787,130.98,ml,earthquake,"M -0.3 - 13 km SSE of Mogul, Nevada"
1.05,"13km S of Joshua Tree, CA",1651221497950,1651257484360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248176&format=geojson,,,,,reviewed,0,17,ci,40248176,",ci40248176,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.07599,0.13,58.0,ml,earthquake,"M 1.1 - 13km S of Joshua Tree, CA"
1.79,"4km NNE of Viola, CA",1651221314390,1651247050720,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726121&format=geojson,,,,,reviewed,0,49,nc,73726121,",nc73726121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07695,0.2,54.0,md,earthquake,"M 1.8 - 4km NNE of Viola, CA"
5.6,central East Pacific Rise,1651221208653,1652938737940,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5t8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5t8&format=geojson,,,0.0,green,reviewed,0,482,us,7000h5t8,",usauto7000h5t8,us7000h5t8,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",,15.14,0.45,110.0,mww,earthquake,M 5.6 - central East Pacific Rise
1.9,"0 km ENE of Sebec, Maine",1651220866301,1651713062040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h604,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h604&format=geojson,,,,,reviewed,0,56,us,7000h604,",us7000h604,",",us,",",origin,phase-data,",,0.129,0.29,135.0,ml,earthquake,"M 1.9 - 0 km ENE of Sebec, Maine"
0.57,"14km N of Warner Springs, CA",1651220535950,1651257028409,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248168&format=geojson,,,,,reviewed,0,5,ci,40248168,",ci40248168,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.07327,0.14,67.0,ml,earthquake,"M 0.6 - 14km N of Warner Springs, CA"
1.0,"32 km SE of Mina, Nevada",1651219327808,1651286343348,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838046&format=geojson,,,,,reviewed,0,15,nn,00838046,",nn00838046,",",nn,",",origin,phase-data,",13.0,0.07,0.1237,131.95,ml,earthquake,"M 1.0 - 32 km SE of Mina, Nevada"
1.1,"64 km N of Chickaloon, Alaska",1651218869589,1651219125223,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gxfyy8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gxfyy8&format=geojson,,,,,automatic,0,19,ak,0225gxfyy8,",ak0225gxfyy8,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.1 - 64 km N of Chickaloon, Alaska"
0.46,"3km NW of The Geysers, CA",1651218722240,1651228211845,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726116&format=geojson,,,,,automatic,0,3,nc,73726116,",nc73726116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.003638,0.03,70.0,md,earthquake,"M 0.5 - 3km NW of The Geysers, CA"
2.27,"1 km SSE of Yauco, Puerto Rico",1651218374280,1651219078910,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346723,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346723&format=geojson,,,,,reviewed,0,79,pr,71346723,",pr71346723,",",pr,",",origin,phase-data,",6.0,,0.2,148.0,md,earthquake,"M 2.3 - 1 km SSE of Yauco, Puerto Rico"
1.14,"43 km W of Hebgen Lake Estates, Montana",1651218163610,1651268836290,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80544479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80544479&format=geojson,,,,,reviewed,0,20,mb,80544479,",mb80544479,",",mb,",",origin,phase-data,",21.0,0.057,0.18,86.0,ml,earthquake,"M 1.1 - 43 km W of Hebgen Lake Estates, Montana"
2.26,"14 km SSW of Leilani Estates, Hawaii",1651217876550,1651275365720,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72998312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72998312&format=geojson,,,,,reviewed,0,79,hv,72998312,",hv72998312,",",hv,",",origin,phase-data,",43.0,,0.19,219.0,ml,earthquake,"M 2.3 - 14 km SSW of Leilani Estates, Hawaii"
0.82,"4km NW of Aguanga, CA",1651217833570,1651256525900,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248160,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248160&format=geojson,,,,,reviewed,0,10,ci,40248160,",ci40248160,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.02291,0.15,40.0,ml,earthquake,"M 0.8 - 4km NW of Aguanga, CA"
0.92,"43 km W of Hebgen Lake Estates, Montana",1651217657620,1651249160100,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80544414,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80544414&format=geojson,,,,,reviewed,0,13,mb,80544414,",mb80544414,",",mb,",",origin,phase-data,",13.0,0.051,0.18,94.0,ml,earthquake,"M 0.9 - 43 km W of Hebgen Lake Estates, Montana"
1.2,"90 km E of McCarthy, Alaska",1651216763596,1651217010622,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gx8gf6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gx8gf6&format=geojson,,,,,automatic,0,22,ak,0225gx8gf6,",ak0225gx8gf6,",",ak,",",origin,phase-data,",,,1.39,,ml,earthquake,"M 1.2 - 90 km E of McCarthy, Alaska"
1.0,"35 km E of Cantwell, Alaska",1651216725931,1651217347982,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gx8ab8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gx8ab8&format=geojson,,,,,automatic,0,15,ak,0225gx8ab8,",ak0225gx8ab8,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,"M 1.0 - 35 km E of Cantwell, Alaska"
1.5,"69 km SE of Denali National Park, Alaska",1651216630670,1651217009855,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gx800g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gx800g&format=geojson,,,,,automatic,0,35,ak,0225gx800g,",ak0225gx800g,",",ak,",",origin,phase-data,",,,2.48,,ml,earthquake,"M 1.5 - 69 km SE of Denali National Park, Alaska"
1.2,"38 km SSE of Chickaloon, Alaska",1651216324425,1651216901848,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gx6wxm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gx6wxm&format=geojson,,,,,automatic,0,22,ak,0225gx6wxm,",ak0225gx6wxm,",",ak,",",origin,phase-data,",,,1.17,,ml,earthquake,"M 1.2 - 38 km SSE of Chickaloon, Alaska"
3.22,"34 km N of San Antonio, Puerto Rico",1651215835570,1651219214360,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346713&format=geojson,,,,,reviewed,0,160,pr,71346713,",pr71346713,",",pr,",",origin,phase-data,",8.0,,0.34,262.0,md,earthquake,"M 3.2 - 34 km N of San Antonio, Puerto Rico"
0.85,"8km NW of The Geysers, CA",1651215689250,1651224731437,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726101&format=geojson,,,,,automatic,0,11,nc,73726101,",nc73726101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01219,0.01,60.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.03,"10km W of Palomar Observatory, CA",1651215484870,1651255711424,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248152&format=geojson,,,,,reviewed,0,16,ci,40248152,",ci40248152,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",47.0,0.06089,0.18,34.0,ml,earthquake,"M 1.0 - 10km W of Palomar Observatory, CA"
1.5,"99 km E of McCarthy, Alaska",1651215313285,1651215544046,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gwupt2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gwupt2&format=geojson,,,,,automatic,0,35,ak,0225gwupt2,",ak0225gwupt2,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.5 - 99 km E of McCarthy, Alaska"
0.47,"3km NE of The Geysers, CA",1651214610770,1651223112241,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726096&format=geojson,,,,,automatic,0,3,nc,73726096,",nc73726096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01242,0.03,99.0,md,earthquake,"M 0.5 - 3km NE of The Geysers, CA"
0.36,"8km W of Cobb, CA",1651214500630,1651215493477,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726091&format=geojson,,,,,automatic,0,2,nc,73726091,",nc73726091,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.009098,0.02,93.0,md,earthquake,"M 0.4 - 8km W of Cobb, CA"
0.48,"12 km NW of Entiat, Washington",1651214206970,1651353300270,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61835121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61835121&format=geojson,,,,,reviewed,0,4,uw,61835121,",uw61835121,",",uw,",",origin,phase-data,",7.0,0.1106,0.06,90.0,ml,earthquake,"M 0.5 - 12 km NW of Entiat, Washington"
1.48,"23 km SSE of Saint George, Utah",1651214050500,1651247418230,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60494772,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60494772&format=geojson,,,,,reviewed,0,34,uu,60494772,",uu60494772,",",uu,",",origin,phase-data,",10.0,0.234,0.17,152.0,ml,earthquake,"M 1.5 - 23 km SSE of Saint George, Utah"
0.4,"4 km SSE of Entiat, Washington",1651214015150,1651352702800,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61835116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61835116&format=geojson,,,,,reviewed,0,2,uw,61835116,",uw61835116,",",uw,",",origin,phase-data,",5.0,0.03391,0.03,138.0,ml,earthquake,"M 0.4 - 4 km SSE of Entiat, Washington"
1.3,"43 km NNW of Petersville, Alaska",1651213814695,1651214109254,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gwpczj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gwpczj&format=geojson,,,,,automatic,0,26,ak,0225gwpczj,",ak0225gwpczj,",",ak,",",origin,phase-data,",,,0.23,,ml,earthquake,"M 1.3 - 43 km NNW of Petersville, Alaska"
0.6,"3km SW of Anderson Springs, CA",1651213640370,1651214713410,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726086&format=geojson,,,,,automatic,0,6,nc,73726086,",nc73726086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.005576,0.02,116.0,md,earthquake,"M 0.6 - 3km SW of Anderson Springs, CA"
1.6,"59 km WNW of Petersville, Alaska",1651213600190,1651214201454,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gwok41,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gwok41&format=geojson,,,,,automatic,0,39,ak,0225gwok41,",ak0225gwok41,",",ak,",",origin,phase-data,",,,0.92,,ml,earthquake,"M 1.6 - 59 km WNW of Petersville, Alaska"
-0.09,"78 km NW of Aleneva, Alaska",1651213528410,1651265307560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056763,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056763&format=geojson,,,,,reviewed,0,0,av,91056763,",av91056763,",",av,",",origin,phase-data,",5.0,,0.05,325.0,ml,earthquake,"M -0.1 - 78 km NW of Aleneva, Alaska"
1.0,"59 km ENE of Cantwell, Alaska",1651213460534,1651213622604,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225gwo35v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225gwo35v&format=geojson,,,,,automatic,0,15,ak,0225gwo35v,",ak0225gwo35v,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.0 - 59 km ENE of Cantwell, Alaska"
4.5,Carlsberg Ridge,1651213440150,1652937767040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h5sq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h5sq&format=geojson,,,,,reviewed,0,312,us,7000h5sq,",us7000h5sq,",",us,",",origin,phase-data,",,8.429,0.48,64.0,mb,earthquake,M 4.5 - Carlsberg Ridge
1.4,"56 km E of Lovelock, Nevada",1651213136723,1651286342292,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838045,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838045&format=geojson,,,,,reviewed,0,30,nn,00838045,",nn00838045,",",nn,",",origin,phase-data,",5.0,0.366,0.2053,140.71,ml,earthquake,"M 1.4 - 56 km E of Lovelock, Nevada"
4.5,"127 km WSW of Ternate, Indonesia",1651212748090,1652937489040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h7i9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h7i9&format=geojson,,,,,reviewed,0,312,us,7000h7i9,",us7000h7i9,",",us,",",origin,phase-data,",,1.118,0.92,98.0,mb,earthquake,"M 4.5 - 127 km WSW of Ternate, Indonesia"
1.58,"1 km ESE of Maria Antonia, Puerto Rico",1651212739830,1651215144170,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346708,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346708&format=geojson,,,,,reviewed,0,38,pr,71346708,",pr71346708,",",pr,",",origin,phase-data,",6.0,,0.12,196.0,md,earthquake,"M 1.6 - 1 km ESE of Maria Antonia, Puerto Rico"
0.87,"10km E of Pala, CA",1651212473220,1651254262737,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248144&format=geojson,,,,,reviewed,0,12,ci,40248144,",ci40248144,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.05904,0.16,34.0,ml,earthquake,"M 0.9 - 10km E of Pala, CA"
1.06,"5km ESE of Running Springs, CA",1651212327670,1651253173511,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40248136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40248136&format=geojson,,,,,reviewed,0,17,ci,40248136,",ci40248136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.08958,0.17,51.0,ml,earthquake,"M 1.1 - 5km ESE of Running Springs, CA"
2.0,"57 km S of Whites City, New Mexico",1651211975592,1651795286089,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022iibf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022iibf&format=geojson,,,,,reviewed,0,62,tx,2022iibf,",tx2022iibf,",",tx,",",origin,phase-data,",10.0,0.08621007124,0.3,87.0,ml,earthquake,"M 2.0 - 57 km S of Whites City, New Mexico"
1.67,"4km WSW of Paso Robles, CA",1651211744600,1651275071453,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726081&format=geojson,3.0,2.6,,,reviewed,0,44,nc,73726081,",nc73726081,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.05754,0.08,40.0,md,earthquake,"M 1.7 - 4km WSW of Paso Robles, CA"
0.89,"7km N of Cloverdale, CA",1651211676610,1651265350619,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726076&format=geojson,,,,,reviewed,0,12,nc,73726076,",nc73726076,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.05229,0.06,90.0,md,earthquake,"M 0.9 - 7km N of Cloverdale, CA"
0.39,"7km NW of The Geysers, CA",1651210809130,1651560250818,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73726066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73726066&format=geojson,,,,,reviewed,0,2,nc,73726066,",nc73726066,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.00389,0.03,65.0,md,earthquake,"M 0.4 - 7km NW of The Geysers, CA"
